,Index,Org ID,Name,Website,Country,Description,Founded,Industry,Num of employees
1856,56054,,Roach-Church,https://huber.info/,Belize,Distributed maximized capacity,1985,Performing Arts,
1857,56096,,Wiley-Hawkins,https://burns-davis.com/,Timor-Leste,Versatile radical portal,1974,Entertainment / Movie Production,
1858,56098,,Cortez-Shaw,http://www.schroeder.info/,Guam,Distributed actuating framework,1971,Online Publishing,
1859,56119,,Rich-Lozano,https://dixon-mckee.com/,Saint Kitts and Nevis,Total solution-oriented data-warehouse,1991,Information Technology / IT,
1860,56157,,Cherry-Buchanan,https://larson.com/,Cuba,Reverse-engineered executive policy,1974,Transportation,
1861,56158,,Pruitt Group,https://robbins.org/,French Guiana,Customer-focused 4thgeneration benchmark,2005,Food / Beverages,
1862,56205,,Stevens-Meyers,https://owens.com/,Korea,Switchable asynchronous synergy,1971,Translation / Localization,
1863,56209,,Stafford Group,https://underwood-dickson.com/,Reunion,Front-line responsive framework,1978,Performing Arts,
1864,56214,,Crane Ltd,http://www.bowers-hood.com/,Ghana,Public-key client-driven Internet solution,2013,Maritime,
1865,56371,,Allison-Mann,http://cohen-chase.com/,Denmark,Vision-oriented 5thgeneration help-desk,1993,Shipbuilding,
1866,56375,,Randolph Ltd,http://www.cunningham.org/,France,Persevering dynamic projection,2001,Music,
1867,56432,,Villanueva and Sons,http://www.nash.net/,Poland,Down-sized mobile contingency,1991,Medical Practice,
1868,56446,,Kidd-Lynn,http://garner.biz/,Libyan Arab Jamahiriya,Enhanced scalable pricing structure,1979,Accounting,
1869,56454,,Kelly PLC,http://www.salazar.com/,Rwanda,Integrated secondary moratorium,1986,Pharmaceuticals,
1870,56458,,English-Snyder,http://sawyer-farley.com/,Slovakia (Slovak Republic),Configurable systemic flexibility,2007,Architecture / Planning,
1871,56462,,Blankenship-Joseph,https://www.downs.com/,Turkmenistan,Virtual uniform benchmark,2006,Broadcast Media,
1872,56480,,Schmidt-Welch,http://www.wolf.com/,Liechtenstein,Organized needs-based parallelism,2006,Dairy,
1873,56528,,Bishop-Short,https://www.zimmerman.com/,Barbados,Face-to-face bottom-line Graphic Interface,2008,Alternative Medicine,
1874,56581,,Yoder-Mejia,https://www.hale.com/,Grenada,Synergistic disintermediate portal,1992,Alternative Dispute Resolution,
1875,56596,,Henson-Morrow,https://martin-benjamin.com/,Singapore,Quality-focused leadingedge matrix,1985,Security / Investigations,
1876,56615,,Mcguire-Castro,https://nielsen.com/,Norway,De-engineered background interface,1975,Publishing Industry,
1877,56622,,Aguilar-Morales,https://www.chan.com/,Portugal,Self-enabling uniform attitude,2007,Supermarkets,
1878,56628,,Bowen-Frye,https://martinez-nichols.biz/,Bouvet Island (Bouvetoya),Focused multi-state extranet,1991,Design,
1879,56629,,Contreras-Holloway,https://www.bond-hoover.com/,Nicaragua,Networked mission-critical ability,2004,Computer Hardware,
1880,56632,,Huang-Andersen,https://www.mueller.org/,Denmark,Visionary even-keeled groupware,1991,Computer Software / Engineering,
1881,56704,,Davies-Holmes,https://gardner.info/,Luxembourg,Function-based regional approach,1983,Warehousing,
1882,56788,,Williamson-Gillespie,https://www.blevins.com/,Uzbekistan,Visionary intangible productivity,1975,Animation,
1883,56854,,Conley and Sons,http://www.cooper-lucas.org/,Svalbard & Jan Mayen Islands,Enterprise-wide reciprocal secured line,1978,International Trade / Development,
1884,56860,,Richmond-Rich,https://morse.com/,Montenegro,Pre-emptive full-range adapter,1974,Media Production,
1885,56879,,Singleton-Hill,http://dyer.com/,Iceland,Balanced homogeneous analyzer,2020,Market Research,
1886,56899,,Holder-Hull,https://www.heath.com/,Sweden,Mandatory hybrid access,2020,Shipbuilding,
1887,56931,,Parsons LLC,https://nixon.com/,Bahamas,Object-based intermediate collaboration,1996,Events Services,
1888,56986,,Anderson-Davila,http://www.patton.com/,Yemen,Cross-group maximized initiative,2008,Education Management,
1889,56999,,Haas Group,http://logan.com/,Palau,Customer-focused attitude-oriented circuit,2009,Computer / Network Security,
1890,57119,,Mata-Nielsen,http://www.salazar.com/,Andorra,Cross-group next generation monitoring,2007,Staffing / Recruiting,
1891,57153,,Shepherd PLC,https://www.castro.com/,French Southern Territories,Focused systemic database,2017,Logistics / Procurement,
1892,57170,,Sloan-Ferrell,http://www.caldwell.biz/,United States Virgin Islands,Customizable bifurcated Graphical User Interface,2008,Law Enforcement,
1893,57177,,Stevens-Erickson,http://kennedy-guerrero.com/,Kenya,Profit-focused holistic infrastructure,1984,Fine Art,
1894,57196,,Bean-Lindsey,http://www.atkins.info/,New Caledonia,Customizable 24/7 workforce,2011,Hospitality,
1895,57230,,Esparza Inc,https://www.sosa.com/,Kuwait,Enhanced maximized project,1980,Music,
1896,57238,,Flowers Inc,https://www.johnson.com/,Ghana,Digitized optimizing process improvement,1991,Dairy,
1897,57252,,Faulkner-Roach,http://romero.net/,Uruguay,Inverse asynchronous core,2018,Logistics / Procurement,
1898,57259,,Buckley-Mejia,https://www.odonnell-ruiz.com/,Benin,Self-enabling tangible attitude,1983,Shipbuilding,
1899,57274,,Parrish-Guzman,https://www.dixon.info/,United Kingdom,Function-based zero-defect frame,1981,Computer Hardware,
1900,57307,,Lam-Hanna,http://hancock.biz/,Macedonia,Automated client-driven matrix,1986,Health / Fitness,
1901,57374,,Contreras Group,https://www.callahan.com/,Croatia,Open-architected hybrid time-frame,2010,Design,
1902,57418,,Jacobson Group,https://walsh.com/,Gibraltar,Customer-focused next generation product,1989,Electrical / Electronic Manufacturing,
1903,57423,,Patrick-Chung,https://www.elliott.com/,Bahamas,Cloned user-facing complexity,1989,Mechanical or Industrial Engineering,
1904,57443,,Mercado Ltd,http://clarke.com/,Mayotte,Universal composite focus group,1996,Environmental Services,
1905,57455,,Frost and Sons,https://www.medina.com/,Brazil,Programmable radical product,2020,Arts / Crafts,
1906,57482,,Sloan-Acosta,http://gill.org/,Congo,Self-enabling foreground leverage,1980,Internet,
1907,57492,,Park Inc,http://www.tapia.com/,Korea,Upgradable eco-centric protocol,2015,Real Estate / Mortgage,
1908,57510,,Poole-Mack,https://www.diaz.info/,Chile,Diverse optimal extranet,2014,Computer Networking,
1909,57517,,Shannon Group,http://ball.biz/,Guam,Public-key analyzing synergy,1981,Fine Art,
1910,57524,,Calderon LLC,https://villa-mccullough.com/,Israel,Monitored motivating frame,1994,Fine Art,
1911,57534,,Bartlett-Hayes,https://arias.com/,New Zealand,Distributed high-level secured line,2008,Law Practice / Law Firms,
1912,57561,,Hooper-Barnett,http://benton.com/,Cook Islands,De-engineered local leverage,1995,Semiconductors,
1913,57564,,Winters-Johnston,http://bauer.com/,Eritrea,Public-key mobile capacity,2002,Internet,
1914,57571,,Diaz Ltd,http://www.mosley.biz/,Jersey,Stand-alone reciprocal system engine,2004,Utilities,
1915,57604,,Larson-Short,https://www.frost.net/,Portugal,Synergistic 3rdgeneration secured line,2006,Entertainment / Movie Production,
1916,57621,,Ramos Inc,http://richmond-blanchard.org/,Estonia,Extended stable ability,2002,Ranching,
1917,57662,,Arellano Group,http://watkins.com/,Aruba,Proactive scalable frame,1979,Construction,
1918,57689,,Gillespie-Prince,http://peters.net/,Austria,Devolved bi-directional initiative,2006,Health / Fitness,
1919,57692,,Harper-Mcclain,https://cross-mendez.com/,Holy See (Vatican City State),Pre-emptive content-based system engine,1970,Electrical / Electronic Manufacturing,
1920,57693,,Cardenas and Sons,https://www.alvarado-logan.com/,Morocco,Profit-focused tangible infrastructure,2006,Biotechnology / Greentech,
1921,57712,,Mcintosh and Sons,https://www.hahn.com/,Montserrat,Total optimizing neural-net,2014,Staffing / Recruiting,
1922,57753,,Cooke-Aguirre,http://www.stone-page.biz/,Samoa,Optional fault-tolerant firmware,1992,Health / Fitness,
1923,57836,,Hebert Ltd,http://patrick.com/,Philippines,Multi-layered static open system,2006,Semiconductors,
1924,57886,,Carney Inc,http://barber.com/,Singapore,Right-sized disintermediate productivity,1989,Aviation / Aerospace,
1925,57887,,Lynn-Chase,http://burns.info/,Madagascar,Horizontal attitude-oriented approach,1984,Government Relations,
1926,57926,,Rollins-Ponce,http://savage-rose.info/,Nepal,Front-line encompassing application,2014,Logistics / Procurement,
1927,57944,,Mcknight Group,http://www.rodgers.com/,Yemen,Ergonomic background hardware,1977,Utilities,
1928,57951,,Ray-Farrell,https://www.dunn.com/,Puerto Rico,Total hybrid Internet solution,1992,Electrical / Electronic Manufacturing,
1929,57963,,Ford-Vega,http://www.elliott.com/,United Arab Emirates,Cloned modular focus group,2021,Consumer Goods,
1930,58013,,Randall Ltd,https://collier-donovan.com/,Lebanon,Organic human-resource migration,2021,Packaging / Containers,
1931,58015,,Hess-Estrada,http://www.nixon.com/,Nepal,Realigned scalable algorithm,1970,Consumer Services,
1932,58076,,Ramirez-Lester,http://conley-durham.com/,Puerto Rico,Extended modular matrix,2002,Dairy,
1933,58094,,Ho Inc,https://www.herman.org/,Venezuela,Assimilated high-level open architecture,1988,Research Industry,
1934,58206,,Moon and Sons,http://wilson.com/,Zimbabwe,Integrated system-worthy capability,1998,Transportation,
1935,58260,,Berger-Price,https://morgan.com/,Bahrain,Inverse bi-directional success,1996,Computer Games,
1936,58284,,Livingston-Simpson,http://www.cook-orr.com/,Saudi Arabia,Cross-platform interactive product,1983,Paper / Forest Products,
1937,58318,,Lang-Shannon,http://www.olsen.biz/,Finland,De-engineered object-oriented model,1976,Environmental Services,
1938,58328,,Villanueva-Fleming,http://jimenez.org/,Bouvet Island (Bouvetoya),Synchronized solution-oriented secured line,2004,Medical Equipment,
1939,58349,,Freeman-Oconnor,http://www.hogan.com/,Lao People's Democratic Republic,Public-key next generation benchmark,2021,Library,
1940,58356,,Potts-Roman,http://www.stokes-shaffer.info/,Palau,Organized empowering access,1985,Fine Art,
1941,58368,,House-Golden,https://www.walton.com/,Sierra Leone,Mandatory discrete algorithm,2019,Performing Arts,
1942,58398,,Hess Group,https://parsons-sampson.org/,Chad,Pre-emptive object-oriented website,2003,Business Supplies / Equipment,
1943,58409,,Chan Inc,http://walls.net/,Liberia,Ergonomic 3rdgeneration capability,2019,Staffing / Recruiting,
1944,58452,,Vargas and Sons,http://evans-maxwell.com/,Saint Barthelemy,Switchable stable encryption,1971,Logistics / Procurement,
1945,58477,,Rosales-Joyce,https://bradley.com/,Tunisia,Intuitive methodical portal,2018,Apparel / Fashion,
1946,58521,,Huerta Inc,https://cantu.com/,Guernsey,Grass-roots zero administration firmware,2001,Chemicals,
1947,58548,,Landry Group,http://www.todd.com/,Hong Kong,Organic motivating time-frame,1972,Package / Freight Delivery,
1948,58552,,Durham-Collier,https://lambert-morris.info/,Tunisia,Proactive fresh-thinking open system,2000,Wireless,
1949,58565,,Blake-Ashley,https://www.ball.com/,Portugal,Mandatory didactic extranet,2021,Individual / Family Services,
1950,58594,,Mcclain-Bryant,http://prince-poole.com/,United Arab Emirates,User-centric demand-driven implementation,2019,Business Supplies / Equipment,
1951,58646,,Hopkins Ltd,http://mcneil.com/,Central African Republic,Ameliorated solution-oriented parallelism,1981,Fundraising,
1952,58658,,Pennington LLC,http://matthews.info/,Nicaragua,Diverse zero tolerance parallelism,2020,Photography,
1953,58697,,Fischer Inc,http://mcfarland.com/,India,Visionary client-server Internet solution,1975,Executive Office,
1954,58709,,Arellano-Mercado,http://www.bender-walters.com/,Micronesia,Function-based foreground toolset,1974,Warehousing,
1955,58769,,Sharp-Scott,https://www.mcgee-velazquez.com/,Tonga,Open-source value-added contingency,1977,Entertainment / Movie Production,
1956,58813,,Bird-Avery,http://larson.net/,Puerto Rico,Programmable didactic firmware,1982,Investment Management / Hedge Fund / Private Equity,
1957,58832,,Hernandez-Bennett,https://www.larsen.net/,Czech Republic,Centralized 24hour product,2010,Graphic Design / Web Design,
1958,58916,,Holmes Ltd,https://haynes.com/,Malta,Balanced client-driven encryption,2016,Mining / Metals,
1959,58948,,Gonzales-Gallegos,http://www.sheppard-shepard.com/,Georgia,Cross-group responsive benchmark,2003,Religious Institutions,
1960,58973,,Mcgee Group,http://white.net/,Bhutan,Vision-oriented composite contingency,2002,Investment Management / Hedge Fund / Private Equity,
1961,58975,,Carpenter-Graham,https://walter-guzman.com/,Somalia,Decentralized human-resource hierarchy,1990,Investment Management / Hedge Fund / Private Equity,
1962,59052,,Hanna-Ramsey,http://www.nash.com/,Saudi Arabia,Operative even-keeled knowledge user,1987,Recreational Facilities / Services,
1963,59125,,Ballard Ltd,http://www.orozco-golden.org/,Slovakia (Slovak Republic),Implemented transitional data-warehouse,1987,International Affairs,
1964,59137,,Bowman-Rice,https://thomas.com/,Pakistan,Right-sized homogeneous initiative,1998,Packaging / Containers,
1965,59166,,Anthony-Valenzuela,https://hurley.com/,Yemen,Multi-lateral stable task-force,1976,Publishing Industry,
1966,59176,,David-Gallegos,http://beasley.com/,Dominican Republic,Reverse-engineered client-driven Internet solution,1989,Commercial Real Estate,
1967,59178,,Vega Inc,http://www.blake.com/,Sri Lanka,Advanced bandwidth-monitored help-desk,2014,Packaging / Containers,
1968,59196,,Copeland Inc,https://dickerson.biz/,Germany,Configurable maximized neural-net,1982,Information Services,
1969,59214,,Velez-Oliver,https://www.lopez-chapman.com/,Iraq,Integrated hybrid collaboration,2004,Computer Games,
1970,59224,,Tate-Lin,http://www.wheeler.com/,Saint Barthelemy,Customizable needs-based system engine,2012,Chemicals,
1971,59232,,Glass Group,http://www.herman-schaefer.org/,Bangladesh,Profit-focused multi-state toolset,2001,Food / Beverages,
1972,59264,,Rhodes-Osborne,https://moore.net/,Cyprus,Expanded national toolset,2014,Graphic Design / Web Design,
1973,59269,,Cuevas Group,http://khan.net/,Bahrain,Ergonomic human-resource complexity,1996,Food Production,
1974,59271,,Baker PLC,https://arellano.com/,Haiti,Devolved empowering ability,1972,Hospitality,
1975,59301,,Richmond and Sons,http://stone-hartman.com/,Jersey,Triple-buffered homogeneous attitude,1997,Aviation / Aerospace,
1976,59342,,Wu PLC,https://www.bryant.biz/,French Guiana,Face-to-face context-sensitive strategy,1982,Translation / Localization,
1977,59383,,Todd LLC,https://www.carson-vazquez.org/,Venezuela,Polarized bi-directional capability,1989,Venture Capital / VC,
1978,59525,,Fischer-Estrada,https://murphy.biz/,Lebanon,Organized client-server process improvement,1993,Architecture / Planning,
1979,59572,,Gray LLC,http://duncan.com/,Liechtenstein,Cross-group bi-directional alliance,1973,E - Learning,
1980,59574,,Riggs-Kline,http://www.bradford-mclean.org/,Mexico,Balanced value-added frame,1991,Renewables / Environment,
1981,59575,,Ruiz PLC,http://watkins-sellers.info/,Haiti,Operative solution-oriented monitoring,1988,Human Resources / HR,
1982,59620,,Dean-Barrera,http://www.greene.com/,China,Devolved reciprocal encoding,2003,Wholesale,
1983,59627,,Scott PLC,https://www.pope.info/,Cuba,Multi-lateral incremental database,2011,Machinery,
1984,59660,,Frye Group,http://www.burch.com/,Iran,Self-enabling holistic alliance,2017,Food Production,
1985,59700,,Farmer LLC,http://www.stout-lin.info/,Japan,Triple-buffered leadingedge orchestration,2021,Ranching,
1986,59745,,Kane Inc,https://www.dickson.com/,Comoros,Inverse intermediate system engine,1980,Sporting Goods,
1987,59861,,Barber Ltd,http://www.hahn-mccarthy.info/,Honduras,Operative coherent extranet,1999,Retail Industry,
1988,59929,,Ware-Choi,https://www.hansen.com/,Bahamas,Progressive leadingedge complexity,1995,Computer Hardware,
1989,59932,,Griffith-Prince,https://reed.com/,Monaco,Cross-platform secondary system engine,2020,Facilities Services,
